essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,AC_types,AR_pairs,AR_types
156,873,intro,"<para-intro> Whether or not people should have hobbies and do physical activities has been a controversial question . Different people have different ideas . Some people think we should focus on our jobs , but I don ' t agree with them . <AC> Having one ' s own hobbies and doing physical activities can bring us a lot of benefits </AC> . </para-intro>","[(42, 61)]","[(43, 61)]","[(42, 42)]",['MajorClaim'],[],[]
156,874,body,"<para-body> First , <AC> having hobbies and doing physical activities is the best way to keep fit </AC> . <AC> Looking at the computer screen all day long can make us daze </AC> , so <AC> doing some sport and hobbies can prevent us from becoming too fat or short - sighted </AC> . <AC> My neighbor Tom once was a computer engineer in a big company </AC> . <AC> He ate fast food everyday and never went out to exercise </AC> . <AC> When he found out that he was too fat to find a girlfriend , he made up his mind to loose weight </AC> . <AC> He started to jog every morning </AC> . <AC> After a moth , he is thinner and finds a girlfriend </AC> . </para-body>","[(1, 17), (18, 32), (33, 52), (53, 67), (68, 81), (82, 106), (107, 115), (116, 129)]","[(3, 17), (19, 32), (35, 52), (54, 67), (69, 81), (83, 106), (108, 115), (117, 129)]","[(1, 2), (18, 18), (33, 34), (53, 53), (68, 68), (82, 82), (107, 107), (116, 116)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(2, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
156,875,body,"<para-body> Also , <AC> doing something for a long time can be boring </AC> , <AC> having hobbies and doing sports can refresh our mind </AC> . For example , <AC> at school , students have breaks every class so that they can relax for a few minutes and prepare for the next class </AC> . <AC> Humans are not robots ; we can ' t keep working for twenty - four hours </AC> . <AC> Doing sports or hobbies for a short time can recharge our batteries </AC> . </para-body>","[(1, 13), (14, 25), (27, 54), (55, 73), (74, 88)]","[(3, 13), (15, 25), (30, 54), (56, 73), (75, 88)]","[(1, 2), (14, 14), (27, 29), (55, 55), (74, 74)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise']","[(1, 0), (1, 2), (1, 3), (1, 4)]","['Attack', 'Support', 'Support', 'Support']"
156,876,body,"<para-body> Last , <AC> we should develop at least one personal hobby , not to show off , but express our emotion when we feel depressed or pressured </AC> . <AC> Playing musical instrument is a good way , I can play classical guitar </AC> . <AC> When I meet difficulties in studies , I will take my guitar and play the song Green Sleeves </AC> . <AC> It makes me feel better and gives me the confidence </AC> . </para-body>","[(1, 28), (29, 44), (45, 65), (66, 78)]","[(3, 28), (30, 44), (46, 65), (67, 78)]","[(1, 2), (29, 29), (45, 45), (66, 66)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
156,877,conclusion,"<para-conclusion> Although <AC> it may take us a lot of times to develop our personal hobbies </AC> , but <AC> doing so can bring us a healthy body , a refreshed mind and a way to release pressure and sadness </AC> . Hence , I think <AC> it is good for us to have hobbies and do physical activities which are different from our work </AC> . </para-conclusion>","[(1, 16), (17, 40), (42, 65)]","[(2, 16), (19, 40), (46, 65)]","[(1, 1), (17, 18), (42, 45)]","['Claim', 'Premise', 'MajorClaim']","[(0, 1)]",['Support']
157,878,prompt,<prompt> Government should regard investing in building roads as the most important </prompt>,[],[],[],[],[],[]
157,879,intro,"<para-intro> The population explosion results in the high demands of transportation . Many countries have suffered from pollution , noisy and casualty for a long time . From my perspective , <AC> the most possible solution to these problems is improving roads and highways </AC> because of three crucial reasons . </para-intro>","[(27, 44)]","[(31, 44)]","[(27, 30)]",['MajorClaim'],[],[]
157,880,body,"<para-body> First and foremost , <AC> we all know that upgrading public transportation will surely aggravate the pollution and accidents </AC> . <AC> The buses , cars and trains regularly emit a noxious gas which causes lots of fatal diseases such as lung cancer and pneumonia </AC> . Moreover , <AC> the sound emanates from the engines can worsen our hearing </AC> . Most importantly , <AC> there are many accidents happening on the roads </AC> . For example , <AC> in my country , buses are attributed to the cause of skyrocketing of accidents </AC> . Each year , <AC> Vietnam has approximately twelve thousand people die of accidents which is equivalent to the death toll of the tsunami in Japan </AC> . </para-body>","[(1, 20), (21, 46), (48, 61), (63, 75), (77, 95), (97, 122)]","[(5, 20), (22, 46), (50, 61), (66, 75), (80, 95), (100, 122)]","[(1, 4), (21, 21), (48, 49), (63, 65), (77, 79), (97, 99)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (3, 4), (3, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
157,881,body,"<para-body> Secondly , <AC> investing in roads and highways can broaden the area and allow more public transportation to work </AC> . <AC> Not only buses but also other personal vehicles can move easily on the roads </AC> . For instance , <AC> I always leave school at the time that everybody rushes into the roads and hastily goes home </AC> . <AC> It is extremely troublesome for me to escape from the crowd on the roads in only one hour </AC> . In contrast , <AC> if the roads are enlarged , everyone can go home in short time and there are hardly any collisions </AC> . </para-body>","[(1, 20), (21, 37), (39, 60), (61, 81), (83, 106)]","[(3, 20), (22, 37), (42, 60), (62, 81), (86, 106)]","[(1, 2), (21, 21), (39, 41), (61, 61), (83, 85)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4)]","['Support', 'Support', 'Support', 'Support']"
157,882,body,"<para-body> Last but not least , <AC> spending on renovating the highways and roads can improve the quality </AC> . <AC> All of us are afraid of moving on the rough roads with lots of portholes </AC> . <AC> Those bad conditions result in many terrible accidents and make several people feel worried </AC> . <AC> We should not accuse the drivers of causing accidents </AC> because <AC> a part of the responsibility belongs to the authorities </AC> . <AC> What ' s more , a smooth surface makes the transportation and movement become safer and easier </AC> . </para-body>","[(1, 18), (19, 36), (37, 53), (54, 65), (66, 77), (78, 97)]","[(6, 18), (20, 36), (38, 53), (55, 65), (67, 77), (79, 97)]","[(1, 5), (19, 19), (37, 37), (54, 54), (66, 66), (78, 78)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (3, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
157,883,conclusion,"<para-conclusion> In a nutshell , <AC> the advantages of upgrading the roads which I mentioned above are totally convincing and indispensable </AC> . I am usually inclined to this idea and I hope that the government will regard the investment in building roads as the most important thing . </para-conclusion>","[(1, 21)]","[(5, 21)]","[(1, 4)]",['MajorClaim'],[],[]
158,884,prompt,<prompt> The best way of learning life </prompt>,[],[],[],[],[],[]
158,885,intro,"<para-intro> Life is full of challenges , difficulties and unexpected obstacles . Therefore , learning about life , which is useful for foreseeing problems and be assertive enough to overcome them are needed . Two main ways of learning about life are listening to the advice of family and friends and learning through personal experience . Both ways are good to follow because they all have their own distinct advantages . </para-intro>",[],[],[],[],[],[]
158,886,body,"<para-body> On one hand , <AC> the way of learning life through listening to the advice of family and friends is more realistic than the latter </AC> . <AC> Family members such as your parents are experienced in life so they can give you proper and sincere guidance on every aspect of life </AC> . <AC> And friends , people who are the same generation with you , they are understand your favorite and ability enough to tell you which is suitable for you , which is not </AC> . <AC> By listening to your family and friends advice , you can definitely avoid many unexpected things </AC> . </para-body>","[(1, 26), (27, 53), (54, 88), (89, 107)]","[(5, 26), (28, 53), (55, 88), (90, 107)]","[(1, 4), (27, 27), (54, 54), (89, 89)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
158,887,body,"<para-body> On the other hand , <AC> finding out life through personal experience can help you become more independent and mature </AC> . For one thing , <AC> there are so many grate things that you can missed if you don ' t experience it by yourself </AC> . For example , <AC> a friend told you not to try skydiving because it was so dangerous </AC> . <AC> If you did as he told , you could fail to see how wonderful it is to be fall freely </AC> . In addition , <AC> family and friends accidentally harm you by giving you advice all the time </AC> . <AC> You will grow to be dependent and reliant </AC> . In contrast , <AC> free yourself and do what you desire without notice about consequences is the way that success people would like to choose </AC> . </para-body>","[(1, 21), (23, 47), (49, 66), (67, 89), (91, 108), (109, 119), (121, 146)]","[(6, 21), (27, 47), (52, 66), (68, 89), (94, 108), (110, 119), (124, 146)]","[(1, 5), (23, 26), (49, 51), (67, 67), (91, 93), (109, 109), (121, 123)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
158,888,body,"<para-body> According to myself , both ways are good , but I prefer the latter . It is because <AC> growth is a long process that experience is indispensable </AC> . I believe that <AC> experiencing the real life by myself , I could learn more than just obey the advice </AC> . Parents and other predecessors used to experience their own life by themselves , why don ' t the younger try to do the same ? </para-body>","[(16, 29), (31, 51)]","[(19, 29), (34, 51)]","[(16, 18), (31, 33)]","['Premise', 'Claim']","[(1, 0)]",['Support']
158,889,conclusion,"<para-conclusion> In summary , each way learning life has its own benefits . But to me , <AC> learning about life through personal experience seems more appropriate </AC> . </para-conclusion>","[(13, 27)]","[(17, 27)]","[(13, 16)]",['MajorClaim'],[],[]
159,890,prompt,<prompt> Modern cooking methods have improved our life - style significantly </prompt>,[],[],[],[],[],[]
